address,categories,city,latitude,longitude,name,postalCode,province
2469 E Little Creek Rd,Fast Food,Norfolk,36.914913,-76.212804,Taco Bell,23518,VA
559 James Madison Hwy,Fast Food Restaurants,Culpeper,38.480533,-77.982122,Taco Bell,22701,VA
578 Richie Hwy,Fast Food Restaurant,Severna Park,39.075311,-76.544566,Taco Bell,21146,MD
1793A Southcreek One,Fast Food Restaurants,Powhatan,37.515553,-77.792264,Taco Bell,23139,VA
10300 Little Patuxent Pkwy,Fast Food Restaurants,Columbia,39.218843,-76.858743,Great Wraps,21044,MD
1758 Pitkin Ave,Fast Food,Brooklyn,40.67,-73.9082,Domino's Pizza,11212,NY
31 Heather Ln,Fast Food Restaurant and Burger Joint,Perryville,39.589088,-76.06508732,Wendy's,21903,MD
1164 Jericho Tpke,Fast Food Restaurant,Commack,40.846,-73.2661,KFC,11725,NY
560 Cord Route 111,Fast Food Restaurant,Manorville,40.8688,-72.7945,McDonald's,11949,NY
594 Middle Country Rd,Fast Food Restaurant,Saint James,40.8596,-73.1611,KFC,11780,NY
533 Medford Ave,Fast Food Restaurant,Patchogue,40.7874,-73.0084,KFC,11772,NY
9145 Chamberlayne Rd,Fast Food Restaurant,Mechanicsville,37.64872,-77.40623,McDonald's,23116,VA
4386 S Laburnum Ave,Fast Food Restaurants,Henrico,37.52913,-77.35845,Subway,23231,VA
1024 Beards Hill Rd,Fast Food Restaurants,Aberdeen,39.52208136,-76.17993336,Bob Evans Restaurant,21001,MD
9865 Jefferson Davis Hwy,Fast Food Restaurants,Fredericksburg,38.225912,-77.503549,Arby's,22407,VA
9910 Southpoint Pkwy,Fast Food Restaurant,Fredericksburg,38.23403,-77.50437,Wendy's,22407,VA
170 Hoosick St,Fast Food Restaurant,Troy,42.73881,-73.67544,McDonald's,12180,NY
7727 Tuckerman Ln,Fast Food Restaurants,Potomac,39.037987,-77.154818,California Tortilla,20854,MD
300 W Pratt St,Fast Food Restaurants,Baltimore,39.286298,-76.619322,California Tortilla,21201,MD
13500 Hg Trueman Road,Fast Food Restaurant,Solomons,38.3458,-76.461,McDonald's,20688,MD
13500 Hg Trueman Road,Fast Food,Solomons,38.3458,-76.461,McDonald's,20688,MD
171 W Old Crossroad,Fast Food Restaurant,New Market,38.648,-78.6745,McDonald's,22844,VA
212 E Main St,Fast Food Restaurants,Charlottesville,38.03005,-78.48051,Citizen Burger Bar,22902,VA
1230 Emmet St N,Fast Food Restaurants,Charlottesville,38.053337,-78.498193,Arby's,22903,VA
941 Emmet St N,Fast Food Restaurant,Charlottesville,38.04883,-78.50341,McDonald's,22903,VA
3880 Hempstead Tpke,Fast Food Restaurant,Levittown,40.7255,-73.4924,KFC,11756,NY
3422 Jerome Ave,Fast Food,Bronx,40.881172,-73.88301,SUBWAY,10467,NY
1011 N Rolling Rd,Fast Food,Catonsville,39.28465,-76.75209,McDonald's,21228,MD
3100 Lord Baltimore Dr,Fast Food Restaurants,Windsor Mill,39.33715,-76.75168,Festival Eatery,21244,MD
70 Kent Town Market,Fast Food Restaurant,Chester,38.97444,-76.27724,Taco Bell,21619,MD
188 Main St,Fast Food Restaurant,Annapolis,38.97809,-76.4907,Mason's Famous Lobster Rolls,21401,MD
3326 Pump Rd,Fast Food Restaurants,Henrico,37.647361,-77.614828,Subway,23233,VA
3542 Electric Rd,Fast Food Restaurants,Roanoke,37.225877,-79.997452,Subway,24018,VA
3325 Wilson Blvd,Fast Food Restaurant,Arlington,38.88365,-77.099486,All About Burger,22201,VA
554 5th Ave,Fast Food,Brooklyn,40.75581,-73.97929,Domino's Pizza,11215,NY
554 5th Ave,Fast Food Restaurants,Brooklyn,40.75581,-73.97929,Domino's Pizza,11215,NY
650 86th St,Hot Dog Joint and Fast Food Restaurant,Brooklyn,40.618378,-74.02185,Nathan's Famous,11228,NY
20 Hempstead Ave,Fast Food Restaurants,Hempstead,40.70408891,-73.6384697,KFC,11550,NY
11700 Morning Gate Ln,Fast Food Restaurant,New Market,39.385,-77.2567,McDonald's,21774,MD
7285 Battle Hill Dr,Fast Food Restaurants,Mechanicsville,37.60824,-77.35565,Chick-fil-A,23111,VA
680 Southpark Blvd,Fast Food Restaurants,Colonial Heights,37.247324,-77.389747,Wendy's,23834,VA
6322 Kenwood Ave,Fast Food Restaurants,Rosedale,39.33873,-76.50512,Subway,21237,MD
7708 Landover Rd,Fast Food Restaurants,Hyattsville,38.92749,-76.88092,McDonald's,20785,MD
9598 Livingston Rd,Fast Food Restaurants,Fort Washington,38.75852,-76.99477,Taco Bell,20744,MD
262 Boston Post Rd,Fast Food Restaurant,Port Chester,40.99649,-73.672113,KFC,10573,NY
1556 Myrtle Ave,Fast Food,Brooklyn,40.699341,-73.911385,KFC,11237,NY
245 Meadow Dr,Fast Food Restaurant,North Tonawanda,43.052336,-78.876737,Taco Bell,14120,NY
601 King St,Fast Food Restaurants,Alexandria,38.80491841,-77.04584241,Chipotle Mexican Grill,22314,VA
2602 Columbia Pike,Fast Food Restaurants,Arlington,38.8629,-77.0853,Domino's Pizza,22204,VA
5159 Waterway Dr,Fast Food Restaurants,Dumfries,38.6104,-77.3588,Domino's Pizza,22025,VA
350 Fortune Ter,Fast Food Restaurants,Potomac,39.062347,-77.15924,Domino's Pizza,20854,MD
1360 Fordham Dr,Fast Food Restaurants,Virginia Beach,36.798636,-76.176121,Taco Bell,23464,VA
8131 Timberlake Rd,Fast Food Restaurant and Mexican Restaurant,Lynchburg,37.343361,-79.235356,Taco Bell,24502,VA
49 E Midland Trl,Fast Food Restaurant,Lexington,37.776582,-79.433171,Taco Bell,24450,VA
2802 Candlers Mountain Rd,Fast Food Restaurant and Mexican Restaurant,Lynchburg,37.369977,-79.181467,Taco Bell,24502,VA
2391 George Washington Memorial Hwy,Fast Food Restaurant,Hayes,37.274484,-76.498423,Taco Bell,23072,VA
3551 Plank Rd,Fast Food Restaurants,Fredericksburg,38.293087,-77.521158,Taco Bell,22407,VA
5197 Shore Dr,Fast Food Restaurant and Sandwich Place Bayside,Virginia Beach,36.906025,-76.151578,Arby's,23455,VA
1720 General Booth Blvd,Fast Food Restaurants,Virginia Beach,36.780852,-76.001515,Arby's,23454,VA
1720 General Booth Blvd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Virginia Beach,36.780852,-76.001515,Arby's,23454,VA
1768 Laskin Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place Great Neck",Virginia Beach,36.85047,-76.026024,Arby's,23454,VA
2101 West Main Street,Fast Food,Salem,37.287862,-80.096023,Arby's,24153,VA
685 Brandon Ave,Fast Food Restaurant,Roanoke,37.256934,-79.957766,Arby's,24014,VA
9080 W Broad St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Henrico,37.636727,-77.549289,Arby's,23294,VA
1401 Jameson Ave SE,Fast Food,Roanoke,37.271818,-79.919915,Arby's,24013,VA
3944 Brambleton Ave SW,Fast Food,Roanoke,37.231659,-80.007647,Arby's,24018,VA
3944 Brambleton Ave SW,Fast Food Restaurant,Roanoke,37.231659,-80.007647,Arby's,24018,VA
3944 Brambleton Ave SW,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Roanoke,37.231659,-80.007647,Arby's,24018,VA
58 S Carlton St,Fast Food Restaurants,Harrisonburg,38.443475,-78.856123,Arby's,22801,VA
7411 Midlothian Tpke,Fast Food Restaurants,Richmond,37.499387,-77.532852,Arby's,23225,VA
5205 Brook Rd,Fast Food Restaurants,Richmond,37.60219,-77.454039,Arby's,23227,VA
10831 Promenade Lane,Fast Food Restaurant,Manassas,38.7967,-77.519425,Arby's,20109,VA
1202 E LynchburgSalem Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Bedford,37.323604,-79.495288,Arby's,24523,VA
1202 E LynchburgSalem Hwy,Fast Food,Bedford,37.323604,-79.495288,Arby's,24523,VA
13220 Midlothian Turnpike,Fast Food,Midlothian,37.503028,-77.644177,Arby's,23113,VA
9874 Liberia Ave,Fast Food Restaurant,Manassas,38.741455,-77.451666,Arby's,20110,VA
4783 S Amherst Hwy,Fast Food,Madison Heights,37.441893,-79.119418,Arby's,24572,VA
21717 Timberlake Rd,Fast Food,Lynchburg,37.326647,-79.250656,Arby's,24502,VA
3200 W Mercury Blvd,Fast Food,Hampton,37.033187,-76.417821,Arby's,23666,VA
109 Market Dr,Fast Food,Emporia,36.703902,-77.541463,Arby's,23847,VA
1700 Timberwood Blvd,Fast Food Restaurants,Charlottesville,38.129807,-78.437118,Arby's,22911,VA
193 Grant Ave,Fast Food Restaurant,Auburn,42.948394,-76.548617,Arby's,13021,NY
810 Canandaigua Rd,Fast Food Restaurant and Mexican Restaurant,Geneva,42.85712399,-77.01211988,KFC,14456,NY
810 Canandaigua Rd,Fast Food Restaurant and Mexican Restaurant,Geneva,42.85699,-77.01323,Taco Bell,14456,NY
210 Kernstown Commons Blvd,Fast Food Restaurants,Winchester,39.1196,-78.19632,McDonald's,22602,VA
170 S Broadway,Fast Food Restaurants,Saratoga Springs,43.07199,-73.78753,SUBWAY,12866,NY
3010 Route 50,Fast Food Restaurant,Saratoga Springs,43.09943179,-73.74909639,KFC,12866,NY
3010 Route 50,Fried Chicken Joint and Fast Food Restaurant,Saratoga Springs,43.09943179,-73.74909639,KFC,12866,NY
275 S Ridge St,Fast Food Restaurants,Port Chester,40.99988,-73.68072,Westchester Burger Company,10573,NY
6100 Jefferson Ave,Fast Food,Newport News,37.02093,-76.44534,McDonald's,23605,VA
1921 Emmorton Rd,Fast Food Restaurants,Bel Air,39.50387,-76.32682,SONIC Drive In,21015,MD
400 N Center St,Fast Food Restaurant,Westminster,39.57594,-76.98248,KFC,21157,MD
130 Baltimore Pike,Fast Food Restaurants,Bel Air,39.5326,-76.349,KFC,21014,MD
400 Route 211 E,Fast Food Restaurant,Middletown,41.45432,-74.38669,Boston Market,10940,NY
78 Brookside Ave,Fast Food Restaurant,Chester,41.35968032,-74.28361787,Wendy's,10918,NY
753 Main St,Fast Food Restaurant,Poughkeepsie,41.6972,-73.9042,Wendy's,12603,NY
2001 South Rd,Fast Food Restaurant,Poughkeepsie,41.625353,-73.920853,Wendy's,12601,NY
3250 Erie Blvd E,Fast Food Restaurant,Syracuse,43.049934,-76.072566,Arby's,13214,NY
3250 Erie Blvd E,Fast Food,Syracuse,43.049934,-76.072566,Arby's,13214,NY
5526 State Highway 7,Fast Food,Oneonta,42.458791,-75.022058,Arby's,13820,NY
100 Mall Blvd,Fast Food Restaurants,Lakewood,42.09619,-79.306838,Arby's,14750,NY
10438 Bennett Rd,Fast Food Restaurant,Fredonia,42.455818,-79.310045,Arby's,14063,NY
798 E Main St,Fast Food Restaurants,Cobleskill,42.679896,-74.4734,Arby's,12043,NY
2802 E Main St,Fast Food Restaurants,Endicott,42.105602,-76.0294,Arby's,13760,NY
400 Towne Dr,Fast Food Restaurant,Fayetteville,43.02978,-76.01843,McDonald's,13066,NY
400 Towne Dr,Fast Food Restaurants,Fayetteville,43.02978,-76.01843,McDonald's,13066,NY
3330 Donnell Dr,Fast Food Restaurants,District Heights,38.846222,-76.884362,Taco Bell,20747,MD
3330 Donnell Dr,Fast Food Restaurant,District Heights,38.846222,-76.884362,Taco Bell,20747,MD
1423 150th St,Fast Food,Whitestone,40.787632,-73.8133,Dunkin' Donuts,11357,NY
5401 108th St,Fast Food,Corona,40.742123,-73.854095,Dunkin' Donuts,11368,NY
7696 Dorchester Blvd,Fast Food Restaurants,Hanover,39.15498208,-76.74284762,Subway,21076,MD
819 Taylor Ave,Fast Food Restaurants,Towson,39.386181,-76.578856,Subway,21286,MD
6315 Oxon Hill Rd,Fast Food Restaurant,Oxon Hill,38.803287,-76.990551,Taco Bell,20745,MD
578 Ritchie Hwy,Fast Food Restaurants,Severna Park,39.075701,-76.54429,Taco Bell,21146,MD
10810 Baltimore Ave,Fast Food Restaurants,Beltsville,39.03136,-76.912377,Taco Bell,20705,MD
6841 Loch Raven Blvd,Fast Food Restaurants,Towson,39.383659,-76.577766,Lake Trout two,21286,MD
966 3rd Ave,Fast Food,New York,40.760879,-73.967473,McDonald's,10022,NY
1262 Vocke Rd Ste 284,Fast Food Restaurant,Cumberland,39.63143,-78.83501,Chick-fil-A,21502,MD
1103 E Oldtown Rd,Fast Food Restaurants,Cumberland,39.6361,-78.74726,Oscar's Restaurant,21502,MD
69 S Market St,Fast Food Restaurants,Frederick,39.41247,-77.41153,Subway,21701,MD
227 Old Pipers Gap Rd,Fast Food Restaurant,Lambsburg,36.578728,-80.73906,McDonald's,24351,VA
109 Drury Dr,Fast Food Restaurant,La Plata,38.54708,-76.98389,McDonald's,20646,MD
109 Drury Dr,Fast food restaurants,La Plata,38.54708,-76.98389,McDonald's,20646,MD
46350 Lexington Village Way,Fast Food Restaurants,Lexington Park,38.2857,-76.4781,Sonic Drive-In,20653,MD
1103 Upper Front St,Fast Food Restaurants,Binghamton,42.14679,-75.90213,Sonic Drive-In,13905,NY
19 Sullivan Avenue,Fast Food,Liberty,41.784585,-74.729224,Taco Bell,12754,NY
1545 Richmond Rd,Fast Food Restaurant,Williamsburg,37.292,-76.7233,KFC,23185,VA
6547 Market Dr,Fast Food Restaurants,Gloucester,37.39241,-76.52652,SUBWAY,23061,VA
1905 Pocahontas Trl,Fast Food Restaurants,Williamsburg,37.24692,-76.6577,Taco Bell,23185,VA
1020 Gateway Rd,Fast Food,Edgewood,39.43401,-76.32035,Seven-Eleven,21040,MD
5103 Oaklawn Blvd,Fast Food Restaurants,Hopewell,37.262,-77.32473,Wendy's,23860,VA
635 Old Country Rd,Burger Joint and Fast Food Restaurant,Westbury,40.75047,-73.57493,Checkers,11590,NY
1101 S Salisbury Blvd,Fast Food Restaurant,Salisbury,38.3483,-75.602,Wendy's,21801,MD
3100 Ash Rd,Fast Food Restaurants,Vestal,42.09698,-76.00475,Burger King,13850,NY
167 Main St,Fast Food,Binghamton,42.10326,-75.93058,McDonald's,13905,NY
140 Frederick Rd,Fast Food Restaurants,Thurmont,39.61571,-77.41753,Seven-Eleven,21788,MD
53 Maple St,Fast Food,Dansville,42.56594,-77.70906,McDonald's,14437,NY
161 W Rockingham St,Fast Food Restaurants,Elkton,38.40742,-78.62098,McDonald's,22827,VA
1691 E Market St,Fast Food Restaurant,Harrisonburg,38.43303,-78.84609,Chick-fil-A,22801,VA
913 W State St,Fast Food Restaurant,Olean,42.07716,-78.44064,Taco Bell,14760,NY
3406 Urbana Pike,Fast Food Restaurant,Frederick,39.32567,-77.34894,McDonald's,21704,MD
340 Route 202,Fast Food Restaurants,Pomona,41.1871,-74.0341,Ocean Empire Restaurant,10970,NY
125 S Route 9W,Fast Food Restaurant,West Haverstraw,41.20081235,-73.98399663,Wendy's,10993,NY
1350 US Highway 211 W,Fast Food Restaurant,Luray,38.66072,-78.495893,Taco Bell,22835,VA
2350 N Salisbury Blvd,Fast Food Restaurants,Salisbury,38.402129,-75.570409,Arby's,21801,MD
13450 Carrollton Blvd,Fast Food,Carrollton,36.95206,-76.53143,Sonic Drive-In,23314,VA
2300 N Salisbury Blvd Ste G115,Fast Food Restaurant,Salisbury,38.40015,-75.57026,Chick-fil-A,21801,MD
1111 S Salisbury Blvd,Fast Food,Salisbury,38.347755,-75.601957,Arby's,21801,MD
339 Main St,Fast Food Restaurants,Johnson City,42.11624,-75.9606,McDonald's,13790,NY
2710 E Main St,Fast Food Restaurant,Endicott,42.10531,-76.03019,Lupo's Char-Pit,13760,NY
3333 E Main St,Fast Food Restaurants,Endicott,42.10713,-76.02056,McDonald's,13760,NY
1534 E Pembroke Ave,Fast Food Restaurant,Hampton,37.03738,-76.31448,McDonald's,23663,VA
3287 Worth Xing,Fast Food Restaurant Forest Lakes,Charlottesville,38.12785,-78.43932,McDonald's,22911,VA
1770 W Main St,Fast Food Restaurant,Riverhead,40.91715761,-72.70985177,McDonald's,11901,NY
1487 Route 9,Fast Food Restaurants,Clifton Park,42.83693,-73.74037,McDonald's,12065,NY
5817 Plank Rd,Fast Food Restaurant,Fredericksburg,38.29226,-77.57005,Sonic Drive-In,22407,VA
5863 S Transit Rd,Fast Food Restaurant,Lockport,43.1398,-78.69638,McDonald's,14094,NY
3078 Route 22,Fast Food Restaurants,Dover Plains,41.73505,-73.57985,McDonald's,12522,NY
3078 Route 22,Fast Food Restaurant,Dover Plains,41.73505,-73.57985,McDonald's,12522,NY
636 Union Blvd,Fast Food Restaurants,West Islip,40.71075,-73.29344,Little Italy,11795,NY
785 Deer Park Ave,Fast Food Restaurants,North Babylon,40.72208,-73.32252,Mangia Pizza,11703,NY
10160 Baltimore National Pike,Fast Food,Ellicott City,39.279623,-76.86153,Sonic Drive-In,21042,MD
100 Consumer Square,Fast Food,Plattsburgh,44.695253,-73.486899,Panera Bread,12901,NY
7410 Assateague Dr,"Fast Food Restaurant, Sandwich Place, and American Restaurant Savage - Guilford",Jessup,39.168707,-76.787327,Arby's,20794,MD
8203 Veterans Hwy,Fast Food Restaurant,Millersville,39.11703,-76.6334,Wendy's,21108,MD
2217F Defense Hwy,Fast Food Restaurant,Crofton,38.992137,-76.695833,Burger King,21114,MD
1417 Crain Hwy N,Fast Food Restaurant,Glen Burnie,39.18684,-76.61353,Checkers,21061,MD
7057 Arundel Mills Blvd,Fast Food Restaurant,Hanover,39.153257,-76.7276013,Wendy's,21076,MD
8227 Liberty Rd,Fast Food Restaurant,Windsor Mill,39.35582,-76.7644,McDonald's,21244,MD
1600 Cedar Rd,Fast Food Restaurant,Chesapeake,36.72701,-76.29931,Sonic Drive-In,23322,VA
336 E 23rd St,Fast Food Restaurant,New York,40.737024,-73.979477,McDonald's,10010,NY
1438 Liberty Rd,Fast Food Restaurant,Sykesville,39.402646,-76.944003,Arby's,21784,MD
3290 Centennial Ln,Fast Food Restaurants,Ellicott City,39.279041,-76.860958,Arby's,21042,MD
666 Bushwick Ave,Fast Food,Brooklyn,40.697245,-73.932155,KFC - Kentucky Fried Chicken,11221,NY
5765 Broadway,Fast Food Restaurants,Bronx,40.88378,-73.90176,McDonald's,10463,NY
5765 Broadway,Fast Food,Bronx,40.88378,-73.90176,McDonald's,10463,NY
5711 Columbia Pike,Fast Food Restaurants,Falls Church,38.8512,-77.1272,KFC,22041,VA
8377 Leesburg Pike,"Sandwich Place, Fast Food Restaurant, and Shopping Mall",Vienna,38.92174757,-77.23616795,Subway,22182,VA
8377 Leesburg Pike,Fast Food Restaurant,Vienna,38.92174757,-77.23616795,Subway,22182,VA
6310 Backlick Rd,Fast Food Restaurant,Springfield,38.7815,-77.1858,KFC,22150,VA
1100 S Hayes St,Fast Food Restaurants,Arlington,38.8648,-77.0598,Taco Bell,22202,VA
4747 Shore Dr,Fast Food Restaurant and Burger Joint,Virginia Beach,36.90378,-76.13446,Wendy's,23455,VA
4747 Shore Dr,Fast Food Restaurant,Virginia Beach,36.90378,-76.13446,Wendy's,23455,VA
2249 Upton Dr,Fast Food Restaurant,Virginia Beach,36.75496832,-76.00808324,Burger King,23454,VA
3581 Holland Rd,Fast Food Restaurant,Virginia Beach,36.81232,-76.09725,Sonic Drive-In,23452,VA
602 New Loudon Rd,Fast Food Restaurant,Latham,42.72841371,-73.76069372,Five Guys,12110,NY
274 Delaware Ave,Fast Food Restaurant,Albany,42.64306475,-73.77592486,KFC,12209,NY
109 State St,Fast Food Restaurants,Schenectady,42.8154,-73.9471,KFC,12305,NY
420 Balltown Rd,Fast Food Restaurants,Schenectady,42.77463,-73.89348,Taco Bell,12304,NY
7710 Wise Ave,Fried Chicken Joint and Fast Food Restaurant,Dundalk,39.26979,-76.5016,KFC,21222,MD
205 Back River Neck Rd,Fast Food Restaurant,Essex,39.30762,-76.4433,McDonald's,21221,MD
205 Back River Neck Rd,Fast Food,Essex,39.30762,-76.4433,McDonald's,21221,MD
7306 McClean Blvd,Fast Food Restaurant,Parkville,39.372797,-76.567488,KFC,21234,MD
6833 Loch Raven Blvd,Fast Food Restaurants,Towson,39.38312,-76.57796,Stoko's,21286,MD
330 Larkin Dr,Fast Food Restaurant,Monroe,41.31944386,-74.14818128,Taco Bell,10950,NY
2076 State Route 208,Fast Food Restaurant and Burger Joint,Montgomery,41.512497,-74.20669,Burger King,12549,NY
19 Rector St,Fast Food,New York,40.707928,-74.01395,Dunkin Donuts,10006,NY